30, 18
7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 4, 19, 19, 5, 21, 21, 16, 17, 17, 18
7, 1, 1, 1, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 7, 7, 2, 9, 9, 3, 1, 1, 10, 11, 11, 13
1, 1, 1, 1, 4, 19, 19, 5, 32, 32, 32, 32, 4, 5, 16, 17, 17, 23, 17, 18, 1, 1, 1, 1, 1, 1, 10, 11, 11, 13
1, 1, 1, 7, 2, 9, 9, 3, 32, 32, 32, 32, 2, 3, 10, 11, 11, 11, 11, 13, 1, 1, 1, 1, 1, 1, 10, 11, 11, 13
16, 23, 17, 17, 17, 18, 7, 1, 32, 32, 16, 23, 17, 17, 25, 11, 7, 7, 11, 13, 7, 1, 1, 1, 28, 28, 10, 11, 11, 13
10, 11, 11, 11, 11, 13, 7, 7, 32, 32, 10, 11, 11, 11, 11, 11, 7, 7, 11, 13, 7, 1, 1, 7, 7, 7, 8, 9, 9, 12
10, 11, 11, 27, 11, 26, 17, 18, 32, 32, 10, 11, 11, 11, 28, 7, 11, 11, 11, 13, 16, 23, 17, 18, 32, 32, 32, 32, 32, 32
10, 11, 11, 11, 11, 11, 11, 13, 32, 32, 10, 11, 11, 11, 7, 7, 11, 11, 11, 13, 10, 11, 11, 13, 32, 32, 32, 32, 32, 32
10, 11, 11, 11, 11, 11, 11, 13, 32, 32, 10, 11, 11, 11, 11, 11, 11, 11, 27, 13, 10, 11, 11, 26, 17, 23, 18, 7, 32, 32
8, 9, 9, 9, 9, 9, 9, 12, 32, 32, 8, 9, 9, 9, 9, 9, 9, 9, 9, 12, 10, 11, 11, 11, 11, 11, 13, 7, 32, 32
1, 1, 1, 7, 7, 7, 4, 5, 32, 32, 32, 32, 32, 32, 32, 32, 7, 7, 7, 7, 10, 11, 11, 27, 11, 11, 13, 7, 32, 32
20, 7, 1, 1, 1, 1, 14, 15, 32, 32, 32, 32, 32, 32, 32, 32, 28, 7, 7, 7, 8, 9, 9, 9, 9, 9, 12, 7, 32, 32
4, 5, 7, 7, 7, 1, 14, 15, 4, 5, 7, 28, 28, 28, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32
2, 3, 1, 1, 1, 1, 2, 3, 2, 3, 7, 7, 7, 7, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32
7, 27, 1, 7, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 23, 17, 18, 7, 1, 7, 7, 16, 23, 17, 17, 17, 17, 17, 18
7, 7, 7, 7, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 13, 7, 7, 7, 7, 10, 11, 11, 11, 11, 11, 11, 13
4, 19, 19, 5, 10, 11, 11, 27, 11, 11, 11, 11, 11, 11, 11, 11, 11, 13, 4, 5, 4, 5, 10, 11, 11, 11, 11, 27, 11, 13
2, 9, 9, 3, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 2, 3, 2, 3, 8, 9, 9, 9, 9, 9, 9, 12
