10, 18
351, 351, 351, 351, 354, 354, 351, 351, 351, 351
351, 351, 351, 351, 351, 351, 351, 351, 351, 351
351, 351, 351, 357, 351, 351, 357, 351, 351, 351
351, 351, 351, 355, 351, 351, 355, 351, 351, 351
351, 351, 351, 351, 351, 351, 351, 351, 351, 351
351, 351, 374, 374, 374, 374, 374, 374, 351, 351
374, 374, 374, 351, 351, 351, 351, 374, 351, 351
351, 351, 374, 351, 351, 351, 351, 374, 351, 351
351, 351, 351, 351, 351, 351, 374, 351, 351, 351
351, 351, 374, 374, 374, 374, 374, 351, 351, 351
374, 351, 351, 351, 351, 351, 374, 351, 351, 351
374, 351, 374, 374, 351, 351, 374, 351, 351, 351
351, 351, 351, 351, 374, 351, 351, 374, 351, 351
374, 374, 351, 351, 374, 351, 351, 374, 351, 351
351, 351, 351, 351, 374, 374, 351, 374, 351, 351
351, 351, 374, 374, 351, 351, 351, 374, 351, 351
351, 351, 351, 351, 351, 351, 351, 351, 351, 351
350, 350, 350, 350, 350, 350, 350, 350, 350, 350
