20, 14
933, 933, 933, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910
933, 933, 910, 910, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934
933, 910, 910, 934, 934, 924, 913, 913, 913, 913, 913, 913, 909, 910, 910, 910, 910, 910, 910, 910
910, 910, 934, 934, 924, 913, 913, 913, 913, 913, 913, 913, 909, 910, 910, 910, 910, 910, 910, 910
910, 934, 934, 924, 913, 913, 938, 913, 913, 913, 913, 913, 909, 910, 910, 910, 910, 910, 910, 910
934, 934, 924, 913, 913, 913, 938, 913, 913, 913, 913, 913, 907, 908, 910, 910, 910, 910, 910, 910
934, 924, 913, 913, 913, 913, 913, 913, 913, 913, 913, 913, 913, 913, 909, 910, 910, 910, 910, 910
934, 935, 936, 913, 913, 913, 913, 913, 913, 913, 913, 913, 937, 937, 909, 910, 910, 910, 910, 910
934, 934, 935, 936, 913, 913, 938, 913, 913, 913, 913, 913, 923, 916, 909, 910, 910, 910, 910, 910
933, 934, 934, 935, 936, 913, 938, 913, 913, 913, 913, 913, 922, 914, 910, 910, 910, 910, 910, 910
933, 933, 934, 934, 935, 936, 913, 913, 913, 913, 913, 913, 909, 910, 910, 910, 910, 910, 910, 910
933, 933, 933, 934, 934, 935, 937, 937, 937, 937, 937, 937, 909, 910, 910, 910, 910, 910, 910, 910
933, 933, 933, 933, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934, 934
933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933
