18, 18
496, 491, 491, 491, 491, 491, 491, 491, 496, 491, 491, 491, 499, 493, 491, 491, 499, 466
492, 448, 448, 448, 448, 448, 448, 448, 492, 448, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 448, 448, 448, 448, 492, 448, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 448, 448, 448, 448, 492, 448, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 496, 499, 448, 448, 498, 448, 450, 452, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 448, 448, 448, 448, 449, 451, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 448, 448, 448, 448, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 448, 448, 448, 448, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 485, 486, 488, 489, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 483, 484, 484, 487, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 470, 471, 474, 475, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 468, 469, 472, 473, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 478, 479, 482, 448, 448, 448, 448, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 481, 476, 477, 480, 481, 490, 481, 481, 492, 448, 448, 492, 466
492, 448, 448, 448, 492, 501, 500, 500, 500, 500, 500, 500, 502, 498, 448, 448, 492, 466
492, 448, 448, 503, 492, 448, 448, 448, 448, 448, 448, 448, 448, 448, 448, 448, 492, 466
492, 448, 448, 448, 492, 448, 448, 448, 448, 448, 448, 448, 448, 448, 448, 448, 492, 466
498, 458, 458, 458, 498, 458, 458, 458, 458, 495, 458, 458, 458, 494, 458, 458, 498, 466
