26, 26
353, 353, 385, 388, 387, 388, 387, 388, 387, 388, 387, 388, 387, 388, 387, 388, 387, 388, 387, 386, 353, 353, 353, 353, 353, 353
353, 353, 389, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 389, 353, 353, 353, 353, 353, 353
353, 353, 390, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 351, 390, 353, 353, 353, 353, 353, 353
353, 353, 389, 351, 351, 351, 351, 351, 351, 392, 387, 388, 387, 388, 387, 388, 388, 351, 351, 389, 353, 353, 353, 353, 353, 353
353, 353, 390, 351, 351, 351, 351, 351, 351, 390, 353, 353, 353, 353, 353, 353, 390, 351, 351, 390, 353, 353, 353, 353, 353, 353
353, 353, 389, 351, 351, 351, 351, 351, 351, 389, 353, 353, 353, 353, 353, 353, 389, 351, 351, 389, 353, 353, 353, 353, 353, 353
353, 353, 390, 351, 351, 351, 351, 351, 351, 390, 353, 353, 353, 353, 353, 353, 390, 351, 351, 389, 387, 388, 387, 388, 387, 386
353, 353, 389, 351, 351, 351, 351, 351, 351, 389, 353, 353, 353, 353, 353, 353, 389, 351, 351, 351, 351, 351, 351, 351, 351, 389
353, 353, 390, 351, 351, 351, 351, 351, 351, 390, 353, 353, 353, 353, 353, 353, 390, 351, 351, 351, 351, 351, 351, 351, 351, 390
353, 353, 389, 351, 351, 351, 351, 351, 351, 389, 353, 353, 353, 353, 353, 353, 389, 351, 351, 351, 351, 351, 351, 351, 405, 389
353, 353, 390, 351, 351, 351, 351, 351, 351, 390, 353, 353, 353, 353, 353, 353, 390, 351, 351, 351, 351, 351, 351, 351, 351, 390
353, 353, 389, 351, 351, 351, 351, 351, 351, 389, 353, 353, 353, 353, 353, 353, 389, 350, 350, 350, 350, 350, 350, 350, 350, 389
385, 388, 393, 388, 357, 351, 351, 357, 387, 391, 387, 386, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353
389, 351, 351, 351, 355, 361, 361, 355, 351, 351, 351, 389, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353
390, 351, 351, 357, 351, 351, 351, 351, 357, 351, 351, 390, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353
389, 351, 351, 355, 351, 351, 351, 351, 355, 351, 351, 389, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353
390, 351, 351, 357, 351, 351, 351, 351, 357, 351, 351, 390, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353
389, 351, 351, 355, 351, 351, 351, 351, 355, 351, 351, 389, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353
390, 351, 351, 357, 351, 351, 351, 351, 357, 351, 351, 390, 353, 353, 353, 353, 353, 353, 385, 388, 357, 351, 351, 357, 387, 386
389, 351, 351, 355, 351, 351, 351, 351, 355, 351, 351, 389, 353, 353, 353, 353, 353, 353, 389, 351, 355, 351, 351, 355, 351, 389
390, 351, 351, 357, 351, 351, 351, 351, 357, 351, 351, 390, 353, 353, 353, 353, 353, 353, 390, 351, 351, 351, 351, 351, 351, 390
389, 351, 351, 355, 351, 351, 351, 351, 355, 351, 351, 389, 353, 353, 353, 353, 353, 353, 389, 351, 351, 351, 351, 351, 351, 389
390, 351, 351, 357, 351, 351, 351, 351, 357, 351, 351, 390, 353, 353, 353, 353, 353, 353, 390, 351, 351, 351, 351, 351, 351, 390
389, 351, 351, 355, 351, 351, 351, 351, 355, 351, 351, 389, 353, 353, 353, 353, 353, 353, 389, 351, 351, 351, 351, 351, 351, 389
390, 351, 351, 351, 357, 351, 351, 357, 351, 351, 351, 390, 353, 353, 353, 353, 353, 353, 390, 351, 357, 351, 351, 357, 351, 390
389, 350, 350, 350, 355, 351, 351, 355, 350, 350, 350, 389, 353, 353, 353, 353, 353, 353, 389, 350, 355, 351, 351, 355, 350, 389
