14, 16
945, 946, 951, 952, 945, 946, 951, 952, 945, 946, 951, 952, 945, 946
943, 944, 949, 950, 943, 944, 949, 950, 943, 944, 949, 950, 943, 944
917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917
917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917
917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917
917, 917, 947, 948, 917, 917, 947, 948, 917, 917, 947, 948, 917, 917
917, 917, 941, 942, 917, 917, 941, 942, 917, 917, 941, 942, 917, 954
917, 917, 939, 940, 917, 917, 939, 940, 917, 917, 939, 940, 917, 917
917, 917, 941, 942, 917, 917, 941, 942, 917, 917, 941, 942, 917, 954
917, 917, 939, 940, 917, 917, 939, 940, 917, 917, 939, 940, 917, 917
917, 917, 918, 919, 917, 917, 918, 919, 917, 917, 918, 919, 917, 954
917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917
917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917
917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917
917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917, 917
915, 916, 915, 916, 915, 916, 921, 916, 915, 916, 915, 916, 915, 916
