20, 18
7, 7, 7, 7, 7, 7, 1, 1, 21, 21, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
7, 28, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 1, 1, 28, 28, 7, 7, 7, 7
7, 1, 1, 1, 1, 1, 7, 1, 1, 1, 28, 28, 1, 1, 1, 1, 1, 7, 7, 7
1, 1, 7, 7, 1, 1, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7
1, 1, 1, 7, 16, 23, 17, 17, 17, 17, 17, 17, 17, 18, 1, 7, 1, 30, 28, 7
7, 1, 1, 1, 10, 11, 11, 11, 11, 22, 11, 11, 11, 13, 1, 1, 1, 1, 7, 7
7, 28, 1, 1, 10, 11, 11, 11, 13, 7, 10, 11, 11, 13, 28, 1, 1, 1, 7, 7
7, 28, 1, 7, 10, 11, 11, 11, 13, 7, 10, 11, 11, 13, 7, 7, 7, 7, 28, 7
7, 7, 1, 1, 8, 9, 9, 9, 12, 1, 10, 11, 11, 13, 28, 28, 1, 1, 1, 7
7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 10, 11, 11, 13, 28, 1, 1, 1, 1, 1
7, 7, 1, 1, 16, 17, 17, 23, 17, 17, 25, 11, 11, 26, 17, 23, 17, 18, 1, 1
7, 7, 1, 1, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 13, 1, 1
7, 1, 1, 1, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 13, 1, 1
7, 1, 1, 1, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 12, 1, 1
7, 28, 1, 1, 1, 28, 7, 7, 7, 7, 7, 1, 1, 7, 1, 1, 1, 1, 1, 28
7, 28, 1, 1, 28, 28, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 28, 28
7, 27, 1, 1, 7, 7, 7, 7, 7, 28, 28, 1, 28, 7, 7, 1, 1, 7, 7, 7
7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 28, 1, 7, 7, 1, 1, 7, 7, 7, 7
