40, 36
147, 136, 136, 146, 128, 129, 147, 136, 147, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 147, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 146
134, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 121, 121, 121, 121, 121, 127, 134, 127, 121, 121, 121, 121, 121, 121, 127, 127, 121, 121, 121, 121, 127, 127, 134, 121, 132, 132, 121, 121, 132, 132, 132, 132, 121, 132, 132, 132, 121, 134
134, 121, 121, 121, 121, 121, 121, 127, 134, 127, 121, 121, 121, 121, 127, 127, 127, 127, 121, 121, 121, 121, 127, 127, 134, 121, 121, 132, 121, 121, 121, 121, 121, 121, 121, 132, 132, 121, 121, 134
134, 127, 121, 121, 121, 127, 127, 127, 134, 170, 121, 121, 121, 121, 170, 170, 170, 170, 127, 127, 170, 170, 170, 170, 134, 121, 121, 121, 127, 127, 121, 121, 170, 170, 170, 170, 127, 127, 127, 134
134, 127, 121, 121, 121, 127, 127, 127, 134, 172, 146, 121, 147, 136, 172, 172, 172, 172, 136, 136, 172, 172, 172, 172, 160, 136, 136, 146, 127, 127, 121, 147, 172, 172, 172, 172, 136, 136, 136, 161
134, 127, 127, 121, 121, 121, 127, 127, 134, 170, 121, 121, 121, 121, 121, 121, 121, 121, 127, 127, 121, 121, 121, 121, 121, 121, 121, 127, 127, 127, 121, 127, 127, 127, 127, 127, 127, 127, 127, 134
134, 127, 127, 121, 121, 121, 127, 127, 134, 172, 121, 121, 121, 121, 121, 121, 121, 121, 127, 127, 121, 121, 121, 121, 121, 121, 121, 127, 127, 127, 121, 127, 127, 127, 127, 127, 127, 127, 127, 134
134, 127, 121, 121, 121, 121, 121, 121, 134, 127, 127, 127, 121, 121, 121, 167, 121, 121, 121, 121, 121, 121, 121, 127, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 127, 127, 134
160, 136, 136, 146, 121, 121, 147, 136, 160, 136, 136, 136, 146, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 127, 127, 127, 121, 121, 121, 121, 121, 121, 127, 127, 121, 121, 121, 127, 127, 134
134, 121, 121, 121, 121, 121, 121, 121, 127, 127, 127, 121, 121, 121, 170, 134, 121, 121, 127, 127, 127, 121, 127, 127, 127, 127, 127, 127, 121, 121, 121, 127, 127, 127, 121, 121, 121, 121, 127, 134
134, 121, 121, 121, 121, 121, 127, 127, 127, 127, 127, 121, 121, 121, 137, 134, 127, 127, 127, 127, 127, 121, 127, 127, 127, 127, 127, 127, 127, 127, 121, 127, 127, 127, 127, 127, 121, 121, 127, 134
134, 121, 121, 127, 170, 170, 170, 170, 121, 121, 121, 121, 170, 170, 137, 134, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 167, 121, 121, 134
134, 121, 121, 127, 172, 172, 172, 172, 146, 121, 121, 147, 172, 172, 172, 161, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 134
134, 170, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 121, 121, 134, 121, 121, 134
134, 137, 121, 121, 121, 121, 121, 121, 134, 121, 127, 127, 121, 121, 121, 167, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 134
134, 137, 170, 170, 121, 121, 121, 121, 134, 127, 127, 127, 127, 121, 127, 134, 121, 121, 127, 127, 121, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 132, 121, 121, 134, 121, 121, 134
160, 172, 172, 172, 146, 121, 121, 121, 134, 127, 127, 127, 127, 121, 127, 134, 127, 127, 127, 127, 132, 132, 132, 132, 132, 121, 132, 132, 132, 132, 132, 132, 121, 121, 121, 121, 134, 121, 121, 134
134, 127, 121, 121, 121, 121, 121, 121, 133, 121, 121, 121, 121, 121, 127, 134, 127, 127, 132, 132, 132, 132, 132, 132, 121, 121, 132, 132, 132, 132, 132, 132, 132, 132, 121, 121, 134, 121, 121, 134
