40, 36
4, 19, 19, 5, 4, 19, 19, 5, 4, 19, 19, 5, 4, 19, 19, 5, 4, 19, 19, 5, 4, 19, 19, 5, 4, 19, 19, 5, 4, 19, 19, 5, 4, 19, 19, 5, 4, 5, 4, 5
2, 9, 9, 3, 2, 9, 9, 3, 2, 9, 9, 3, 2, 9, 9, 3, 2, 9, 9, 3, 2, 9, 9, 3, 2, 9, 9, 3, 2, 9, 9, 3, 2, 9, 9, 3, 2, 3, 14, 15
4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15
2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3
4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5
14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15
14, 15, 4, 19, 19, 5, 4, 19, 19, 5, 4, 19, 19, 5, 1, 1, 1, 1, 4, 19, 19, 5, 4, 19, 19, 5, 4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15
2, 3, 2, 9, 9, 3, 2, 9, 9, 3, 2, 9, 9, 3, 1, 1, 1, 1, 2, 9, 9, 3, 2, 9, 9, 3, 14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3
4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5
14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15
14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5, 1, 1, 1, 1, 1, 27, 1, 1, 1, 1, 14, 15
2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3
4, 5, 4, 5, 4, 5, 4, 5, 1, 1, 1, 1, 4, 19, 19, 5, 4, 19, 19, 5, 1, 1, 1, 1, 1, 1, 14, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5
14, 15, 2, 3, 2, 3, 2, 3, 1, 1, 1, 1, 2, 9, 9, 3, 2, 9, 9, 3, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 14, 15
