30, 24
149, 149, 149, 149, 149, 149, 149, 149, 147, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 146, 149, 149, 149, 149, 149, 149
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 149, 149, 149, 149, 149, 149
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 121, 121, 157, 158, 157, 158, 131, 131, 131, 121, 121, 121, 121, 134, 149, 149, 149, 149, 149, 149
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 121, 121, 153, 154, 153, 154, 130, 130, 130, 121, 121, 121, 121, 134, 149, 149, 149, 149, 149, 149
149, 149, 149, 149, 149, 149, 149, 149, 134, 170, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 149, 149, 149, 149, 149, 149
149, 149, 149, 149, 149, 149, 149, 149, 134, 137, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 149, 149, 149, 149, 149, 149
149, 149, 149, 149, 149, 149, 149, 149, 134, 137, 170, 170, 170, 170, 170, 170, 170, 170, 121, 121, 121, 121, 121, 134, 149, 149, 149, 149, 149, 149
149, 149, 149, 149, 149, 149, 149, 149, 160, 172, 172, 172, 172, 172, 172, 172, 172, 172, 136, 146, 121, 121, 121, 134, 149, 149, 149, 149, 149, 149
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 133, 128, 129, 147, 136, 136, 146
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 157, 158, 121, 121, 121, 121, 121, 121, 121, 133, 136, 146, 121, 121, 121, 121, 121, 121, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 153, 154, 121, 121, 147, 136, 167, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 157, 158, 121, 121, 121, 131, 134, 121, 121, 121, 121, 134, 136, 146, 121, 121, 147, 136, 136, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 153, 154, 121, 121, 121, 130, 134, 121, 121, 152, 121, 134, 121, 121, 121, 121, 121, 121, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 121, 121, 121, 121, 131, 131, 134, 121, 121, 121, 121, 134, 131, 121, 121, 121, 121, 121, 170, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 121, 121, 121, 121, 130, 130, 134, 121, 121, 121, 121, 134, 130, 121, 121, 121, 121, 121, 137, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 136, 136, 136, 136, 136, 136, 136, 134, 121, 121, 121, 121, 134, 131, 121, 121, 121, 121, 121, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 134, 130, 121, 121, 121, 121, 121, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 157, 158, 157, 158, 121, 121, 133, 121, 121, 121, 121, 134, 121, 121, 157, 158, 157, 158, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 121, 153, 154, 153, 154, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 153, 154, 153, 154, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 170, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 137, 121, 121, 121, 121, 121, 121, 167, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 134, 137, 170, 170, 170, 170, 170, 170, 134, 121, 121, 121, 121, 134, 170, 170, 170, 170, 170, 170, 121, 134
149, 149, 149, 149, 149, 149, 149, 149, 160, 172, 172, 172, 172, 172, 172, 172, 160, 136, 136, 136, 136, 161, 172, 172, 172, 172, 172, 172, 136, 161
