28, 12
1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 999, 999
1001, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 999, 999
1001, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 970, 970
1001, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 970, 970
1001, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 970, 970
1001, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 972, 970, 970
1001, 972, 972, 972, 972, 972, 972, 972, 972, 972, 988, 989, 992, 993, 993, 993, 997, 998, 972, 972, 972, 972, 972, 972, 972, 972, 970, 970
1001, 972, 972, 972, 972, 972, 972, 972, 972, 972, 986, 987, 990, 991, 994, 994, 995, 996, 972, 972, 972, 972, 972, 972, 972, 972, 970, 970
1001, 972, 972, 972, 972, 972, 972, 972, 972, 972, 977, 978, 979, 980, 982, 983, 984, 985, 972, 972, 972, 972, 972, 972, 972, 972, 970, 970
1002, 971, 971, 971, 971, 971, 971, 971, 971, 971, 971, 971, 972, 972, 981, 972, 971, 971, 971, 971, 971, 971, 971, 971, 971, 971, 970, 970
999, 999, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 972, 972, 981, 972, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 999, 999
999, 999, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 1001, 1001, 981, 1001, 970, 970, 970, 970, 975, 976, 970, 970, 970, 970, 999, 999
