20, 18
134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 128, 129, 121, 121
134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 121, 121, 121, 121, 121, 147, 136, 167, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 170, 121, 121, 121, 121, 134, 121, 134, 170, 121, 121, 121, 121, 134, 121, 121, 165, 121, 121
134, 172, 136, 146, 121, 121, 134, 121, 134, 172, 136, 146, 121, 121, 134, 121, 121, 164, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 134, 136, 136, 146, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 170, 121, 121, 121, 121, 134, 121, 134, 170, 121, 121, 121, 121, 134, 170, 121, 121, 121, 121
134, 172, 136, 146, 121, 121, 134, 121, 134, 172, 136, 146, 121, 121, 134, 172, 136, 146, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121
134, 121, 121, 121, 121, 121, 134, 121, 134, 121, 121, 121, 121, 121, 133, 121, 121, 121, 121, 121
134, 121, 170, 170, 170, 170, 134, 121, 134, 121, 170, 170, 121, 121, 121, 121, 121, 121, 121, 121
160, 136, 172, 172, 172, 172, 160, 136, 160, 136, 172, 172, 136, 136, 136, 136, 136, 136, 136, 136
