10, 12
385, 388, 387, 388, 354, 354, 387, 388, 387, 386
389, 351, 351, 351, 351, 351, 351, 351, 351, 389
390, 351, 351, 357, 351, 351, 357, 351, 351, 390
389, 351, 351, 355, 351, 351, 355, 351, 351, 389
390, 351, 351, 351, 351, 351, 351, 351, 351, 390
389, 351, 351, 351, 351, 351, 351, 351, 351, 389
390, 351, 351, 351, 351, 351, 351, 351, 351, 390
389, 351, 351, 351, 351, 351, 351, 351, 351, 389
390, 351, 351, 392, 351, 351, 392, 351, 351, 390
389, 351, 351, 389, 351, 351, 389, 351, 351, 389
390, 351, 351, 390, 351, 351, 390, 351, 351, 390
389, 350, 350, 389, 400, 400, 389, 350, 350, 389
