10, 14
358, 358, 358, 358, 354, 354, 358, 358, 358, 358
358, 358, 358, 358, 351, 351, 358, 358, 358, 358
358, 352, 352, 357, 351, 351, 357, 351, 352, 358
358, 352, 352, 355, 351, 351, 355, 359, 352, 358
358, 352, 360, 360, 351, 351, 352, 352, 352, 358
358, 352, 351, 351, 351, 351, 352, 352, 352, 358
358, 352, 351, 352, 352, 351, 352, 352, 352, 358
358, 352, 351, 360, 360, 351, 360, 360, 352, 358
358, 352, 359, 359, 359, 359, 359, 351, 352, 358
358, 352, 360, 360, 360, 360, 360, 351, 352, 358
358, 352, 359, 359, 351, 351, 359, 359, 352, 358
358, 352, 352, 352, 359, 359, 352, 352, 352, 358
358, 358, 358, 358, 352, 352, 358, 358, 358, 358
350, 350, 350, 350, 350, 350, 350, 350, 350, 350
