24, 16
917, 917, 932, 932, 910, 910, 910, 910, 910, 910, 917, 917, 932, 932, 910, 910, 910, 910, 910, 910, 917, 917, 932, 932
917, 917, 917, 917, 910, 910, 910, 910, 910, 910, 917, 917, 917, 917, 910, 910, 910, 910, 910, 910, 917, 917, 917, 917
920, 917, 917, 917, 910, 910, 910, 910, 910, 910, 920, 917, 917, 917, 910, 910, 910, 910, 910, 910, 920, 917, 917, 917
917, 917, 917, 969, 910, 910, 910, 910, 910, 910, 917, 917, 917, 969, 910, 910, 910, 910, 910, 910, 917, 917, 917, 969
967, 968, 917, 963, 910, 910, 910, 910, 910, 910, 967, 968, 917, 963, 910, 910, 910, 910, 910, 910, 967, 968, 917, 963
965, 966, 916, 915, 910, 910, 910, 910, 910, 910, 965, 966, 916, 915, 910, 910, 910, 910, 910, 910, 965, 966, 916, 915
910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910
910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910
910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910
910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910
917, 917, 932, 932, 910, 910, 910, 910, 910, 910, 917, 917, 932, 932, 910, 910, 910, 910, 910, 910, 917, 917, 932, 932
917, 917, 917, 917, 910, 910, 910, 910, 910, 910, 917, 917, 917, 917, 910, 910, 910, 910, 910, 910, 917, 917, 917, 917
920, 917, 917, 917, 910, 910, 910, 910, 910, 910, 920, 917, 917, 917, 910, 910, 910, 910, 910, 910, 920, 917, 917, 917
917, 917, 917, 969, 910, 910, 910, 910, 910, 910, 917, 917, 917, 969, 910, 910, 910, 910, 910, 910, 917, 917, 917, 969
967, 968, 917, 963, 910, 910, 910, 910, 910, 910, 967, 968, 917, 963, 910, 910, 910, 910, 910, 910, 967, 968, 917, 963
965, 966, 916, 915, 910, 910, 910, 910, 910, 910, 965, 966, 916, 915, 910, 910, 910, 910, 910, 910, 965, 966, 916, 915
