26, 18
147, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 146
134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 131, 121, 150, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 130, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 136, 136, 136, 136, 136, 136, 146, 121, 121, 147, 136, 136, 146, 121, 121, 147, 136, 136, 146, 121, 121, 147, 136, 136, 134
134, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 121, 150, 121, 121, 121, 134, 121, 121, 157, 158, 121, 134, 121, 121, 134, 121, 157, 158, 121, 121, 121, 131, 121, 134
134, 121, 121, 121, 157, 158, 121, 133, 121, 121, 153, 154, 121, 134, 121, 121, 134, 121, 153, 154, 121, 121, 121, 130, 121, 134
134, 121, 121, 121, 155, 156, 121, 121, 121, 121, 121, 150, 121, 134, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 157, 158, 155, 156, 121, 121, 121, 121, 121, 121, 121, 134, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 155, 156, 155, 156, 121, 167, 121, 121, 147, 136, 136, 134, 121, 121, 134, 121, 163, 121, 163, 121, 121, 131, 121, 134
134, 121, 155, 156, 155, 156, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 134, 121, 162, 121, 162, 121, 121, 130, 121, 134
134, 121, 155, 156, 155, 156, 121, 134, 121, 121, 121, 150, 121, 134, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 155, 156, 155, 156, 121, 134, 121, 121, 121, 121, 121, 134, 121, 121, 160, 136, 136, 136, 136, 136, 136, 136, 136, 161
134, 121, 153, 154, 153, 154, 121, 134, 121, 121, 121, 121, 170, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 121, 121, 121, 121, 121, 134, 121, 121, 121, 121, 137, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 121, 121, 121, 121, 121, 134, 170, 170, 170, 170, 137, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
160, 136, 136, 136, 136, 136, 136, 161, 172, 172, 172, 172, 172, 161, 140, 144, 182, 144, 181, 144, 144, 144, 144, 144, 144, 133
