40, 36
196, 194, 244, 245, 194, 196, 196, 194, 244, 245, 194, 196, 196, 196, 196, 196, 196, 196, 196, 194, 244, 245, 194, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196
194, 194, 196, 196, 194, 194, 194, 194, 196, 196, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 196, 196, 194, 194, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195
195, 196, 196, 196, 196, 195, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 195, 196, 197, 196, 196, 193, 196, 196, 193, 193, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 194, 194
195, 196, 214, 196, 196, 195, 196, 196, 214, 196, 196, 196, 196, 196, 196, 196, 196, 195, 196, 196, 196, 196, 193, 193, 193, 193, 193, 193, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 194, 194
195, 196, 196, 213, 196, 195, 196, 196, 196, 196, 196, 196, 196, 197, 196, 196, 196, 195, 196, 196, 187, 186, 187, 186, 187, 186, 193, 193, 196, 213, 196, 213, 196, 196, 196, 213, 196, 196, 196, 241
195, 196, 196, 196, 196, 195, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 195, 214, 196, 185, 186, 185, 186, 185, 186, 193, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 240
195, 196, 196, 196, 196, 195, 196, 193, 234, 215, 215, 237, 196, 196, 196, 196, 196, 195, 196, 193, 187, 186, 187, 186, 187, 186, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 194, 194
195, 196, 196, 196, 196, 195, 193, 193, 234, 215, 215, 237, 196, 196, 196, 196, 196, 195, 193, 193, 185, 186, 185, 186, 185, 186, 197, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 194, 194
195, 196, 196, 196, 196, 195, 187, 186, 234, 215, 215, 237, 193, 196, 228, 229, 231, 229, 229, 230, 187, 186, 187, 186, 187, 186, 228, 229, 231, 229, 229, 229, 229, 229, 229, 229, 229, 229, 229, 230
195, 196, 196, 196, 196, 195, 185, 186, 234, 215, 215, 237, 193, 193, 222, 223, 223, 223, 223, 225, 185, 186, 185, 186, 185, 186, 222, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 225
195, 196, 196, 196, 197, 194, 187, 186, 234, 215, 215, 237, 187, 186, 222, 223, 223, 223, 223, 225, 187, 186, 187, 186, 193, 193, 222, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 225
195, 196, 196, 196, 196, 194, 185, 186, 233, 235, 235, 236, 185, 186, 222, 223, 223, 223, 223, 225, 185, 186, 185, 186, 193, 196, 220, 221, 221, 221, 221, 221, 221, 221, 221, 221, 221, 223, 223, 225
195, 196, 196, 196, 196, 195, 193, 193, 193, 193, 187, 186, 193, 193, 222, 223, 223, 223, 223, 227, 229, 229, 231, 229, 229, 230, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 222, 223, 223, 225
195, 196, 196, 196, 196, 195, 196, 193, 196, 193, 185, 186, 193, 196, 222, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 225, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 222, 223, 223, 225
195, 196, 196, 213, 196, 195, 196, 213, 196, 196, 196, 196, 196, 196, 222, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 225, 196, 196, 196, 196, 196, 196, 196, 213, 196, 196, 222, 223, 223, 225
195, 196, 196, 196, 196, 195, 196, 196, 196, 196, 196, 196, 196, 196, 220, 221, 221, 221, 221, 221, 221, 221, 221, 221, 221, 224, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 222, 223, 223, 225
195, 196, 196, 196, 234, 215, 215, 237, 196, 196, 196, 196, 196, 196, 196, 196, 195, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 222, 223, 223, 225
195, 196, 214, 196, 234, 215, 215, 237, 196, 196, 196, 196, 196, 196, 196, 196, 195, 196, 214, 196, 196, 196, 196, 196, 196, 196, 196, 196, 214, 196, 196, 196, 196, 196, 196, 196, 222, 223, 223, 225
195, 196, 196, 196, 234, 215, 215, 237, 196, 193, 193, 196, 196, 193, 196, 196, 195, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 213, 196, 196, 196, 196, 196, 196, 222, 223, 223, 225
195, 196, 196, 196, 234, 215, 215, 237, 193, 193, 193, 193, 193, 193, 196, 196, 195, 196, 196, 196, 196, 196, 196, 196, 196, 196, 214, 196, 196, 196, 196, 196, 196, 196, 196, 196, 222, 223, 223, 225
195, 196, 196, 213, 234, 215, 215, 237, 208, 208, 187, 186, 187, 186, 193, 196, 195, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 228, 229, 231, 229, 226, 223, 223, 225
195, 196, 196, 196, 233, 235, 235, 236, 208, 208, 185, 186, 185, 186, 193, 193, 195, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 222, 223, 223, 223, 223, 223, 223, 225
195, 196, 196, 196, 196, 196, 196, 196, 234, 215, 215, 237, 187, 186, 193, 193, 195, 196, 196, 213, 196, 213, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 222, 223, 223, 223, 223, 223, 223, 225
195, 196, 214, 196, 196, 196, 196, 196, 234, 215, 215, 237, 185, 186, 193, 196, 195, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 220, 221, 221, 221, 221, 221, 221, 224
195, 196, 196, 196, 196, 213, 196, 196, 234, 215, 215, 237, 187, 186, 193, 193, 190, 191, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 196, 193, 187, 186, 196, 196, 196, 195
195, 196, 196, 196, 196, 196, 214, 196, 234, 215, 215, 237, 185, 186, 193, 196, 188, 189, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 193, 193, 185, 186, 196, 196, 196, 195
190, 191, 196, 193, 193, 196, 196, 193, 234, 215, 215, 237, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 193, 187, 186, 193, 193, 196, 196, 196, 195
