20, 18
596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 578, 578, 596, 596, 596
596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596
610, 610, 579, 596, 596, 579, 610, 610, 579, 596, 596, 579, 610, 610, 579, 596, 596, 579, 610, 610
609, 609, 579, 596, 596, 579, 609, 609, 579, 596, 596, 579, 609, 609, 579, 596, 596, 579, 609, 609
589, 589, 579, 596, 596, 579, 589, 589, 579, 596, 596, 579, 589, 589, 579, 596, 596, 579, 589, 589
589, 589, 579, 596, 596, 579, 589, 589, 579, 596, 596, 579, 589, 589, 579, 596, 596, 579, 589, 589
589, 589, 579, 596, 596, 579, 589, 589, 579, 596, 596, 579, 589, 589, 579, 596, 596, 579, 589, 589
589, 589, 579, 596, 596, 579, 589, 589, 579, 596, 596, 579, 589, 589, 579, 596, 596, 579, 589, 589
611, 611, 596, 596, 596, 596, 611, 611, 596, 596, 596, 596, 611, 611, 596, 596, 596, 596, 611, 611
596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596
588, 588, 588, 588, 588, 588, 588, 606, 596, 596, 596, 596, 590, 590, 590, 590, 590, 590, 590, 590
596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 594, 594, 594, 594, 594, 594, 594, 594
582, 583, 582, 583, 582, 583, 582, 583, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596, 596
580, 581, 580, 581, 580, 581, 580, 581, 567, 601, 567, 567, 567, 567, 567, 567, 567, 569, 567, 567
586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586
586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586
586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586
586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586
