26, 18
147, 136, 136, 136, 136, 146, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 146
134, 121, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 121, 132, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 121, 132, 132, 121, 133, 121, 121, 147, 136, 136, 146, 121, 121, 147, 136, 136, 136, 136, 136, 136, 136, 136, 146, 121, 134
134, 121, 132, 132, 121, 121, 121, 121, 134, 131, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 134
134, 121, 132, 121, 121, 121, 121, 121, 134, 130, 121, 121, 157, 158, 157, 158, 157, 158, 157, 158, 157, 158, 121, 134, 121, 134
134, 121, 132, 121, 121, 167, 121, 121, 134, 131, 121, 121, 155, 156, 153, 154, 153, 154, 153, 154, 155, 156, 121, 134, 121, 134
134, 121, 132, 132, 121, 134, 121, 121, 134, 130, 121, 121, 155, 156, 121, 121, 121, 121, 121, 121, 155, 156, 121, 134, 121, 134
134, 121, 121, 121, 121, 134, 121, 121, 134, 121, 121, 121, 155, 156, 121, 121, 121, 121, 121, 121, 155, 156, 121, 134, 121, 134
160, 136, 136, 136, 136, 161, 121, 121, 134, 121, 121, 121, 155, 156, 157, 158, 157, 158, 157, 158, 155, 156, 121, 134, 121, 134
134, 131, 121, 121, 131, 134, 121, 121, 134, 170, 121, 121, 153, 154, 153, 154, 153, 154, 153, 154, 153, 154, 121, 134, 121, 134
134, 130, 121, 121, 130, 133, 121, 121, 134, 137, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 134
134, 121, 121, 121, 121, 121, 121, 121, 134, 137, 170, 170, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134, 121, 134
134, 121, 121, 121, 121, 121, 121, 121, 160, 172, 172, 172, 136, 136, 136, 136, 136, 146, 121, 121, 147, 136, 136, 161, 121, 134
134, 170, 121, 150, 121, 167, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 150, 121, 134
134, 137, 121, 121, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
134, 137, 170, 170, 121, 134, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 121, 134
160, 172, 172, 172, 136, 161, 144, 144, 144, 144, 144, 144, 144, 144, 140, 144, 182, 144, 181, 144, 144, 144, 144, 144, 144, 133
