8, 48
1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005
1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005
1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005
1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005
1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005
1005, 1005, 1013, 1013, 1013, 1013, 1005, 1005
1005, 1016, 1009, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1009, 1014, 1005
1005, 1016, 1008, 1006, 1006, 1006, 1014, 1005
1005, 1016, 1007, 1007, 1007, 1007, 1014, 1005
1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005
1005, 1005, 1005, 1005, 1005, 1005, 1005, 1005
