10, 18
351, 351, 351, 351, 354, 354, 351, 351, 351, 351
351, 351, 351, 351, 351, 351, 351, 351, 351, 351
351, 351, 351, 357, 351, 351, 357, 351, 351, 351
351, 351, 351, 355, 351, 351, 355, 351, 351, 351
375, 376, 377, 377, 351, 351, 377, 377, 375, 376
375, 376, 377, 377, 351, 351, 377, 377, 375, 376
377, 378, 351, 351, 351, 351, 351, 351, 378, 378
378, 378, 351, 351, 351, 351, 351, 351, 378, 377
375, 376, 377, 377, 351, 351, 377, 377, 375, 376
375, 376, 377, 377, 351, 351, 377, 377, 375, 376
375, 376, 377, 377, 377, 381, 377, 377, 375, 376
375, 376, 377, 378, 378, 378, 378, 377, 375, 376
375, 376, 377, 378, 375, 376, 378, 381, 375, 376
375, 376, 381, 378, 375, 376, 378, 377, 375, 376
375, 376, 377, 378, 378, 378, 378, 377, 375, 376
375, 376, 377, 377, 377, 377, 377, 377, 375, 376
351, 351, 351, 351, 351, 351, 351, 351, 351, 351
350, 350, 350, 350, 350, 350, 350, 350, 350, 350
